noise_removal1,combination,selection,noise_removal2,transformation,core,err_min,err_mean,err_median,err_90prctile,err_max
smooth,ica,xz,none,none,fft,9.004410,53.992441,29.617992,53.117404,53.992441
smooth,ica,xz,none,none,corr,3.705660,22.382450,11.394547,21.684189,22.382450
smooth,ica,xz,none,none,wavelet,0.442741,52.975566,9.431362,31.587438,52.975566
smooth,ica,xz,none,abs,fft,9.004410,53.992441,27.243753,53.117404,53.992441
smooth,ica,xz,none,abs,corr,2.926358,22.741980,12.352559,22.490309,22.741980
smooth,ica,xz,none,abs,wavelet,0.442741,59.297401,6.763025,33.483989,59.297401
smooth,ica,xz,smooth,none,fft,9.004410,53.992441,29.617992,53.117404,53.992441
smooth,ica,xz,smooth,none,corr,3.705660,22.382450,11.394547,21.684189,22.382450
smooth,ica,xz,smooth,none,wavelet,0.442741,52.975566,9.431362,31.587438,52.975566
smooth,ica,xz,smooth,abs,fft,9.004410,53.992441,27.243753,53.117404,53.992441
smooth,ica,xz,smooth,abs,corr,2.926358,22.741980,12.352559,22.490309,22.741980
smooth,ica,xz,smooth,abs,wavelet,0.442741,59.297401,6.763025,33.483989,59.297401
smooth,ica,xz,bandpass,none,fft,9.004410,53.992441,29.617992,53.117404,53.992441
smooth,ica,xz,bandpass,none,corr,3.705660,22.382450,11.394547,21.684189,22.382450
smooth,ica,xz,bandpass,none,wavelet,0.442741,52.975566,9.431362,31.587438,52.975566
smooth,ica,xz,bandpass,abs,fft,9.004410,53.992441,27.243753,53.117404,53.992441
smooth,ica,xz,bandpass,abs,corr,2.926358,22.741980,12.352559,22.490309,22.741980
smooth,ica,xz,bandpass,abs,wavelet,0.442741,59.297401,6.763025,33.483989,59.297401
smooth,ica,xz,wavelet,none,fft,9.004410,53.992441,29.617992,53.117404,53.992441
smooth,ica,xz,wavelet,none,corr,3.705660,22.382450,11.394547,21.684189,22.382450
smooth,ica,xz,wavelet,none,wavelet,0.442741,52.975566,9.431362,31.587438,52.975566
smooth,ica,xz,wavelet,abs,fft,9.004410,53.992441,27.243753,53.117404,53.992441
smooth,ica,xz,wavelet,abs,corr,2.926358,22.741980,12.352559,22.490309,22.741980
smooth,ica,xz,wavelet,abs,wavelet,0.442741,59.297401,6.763025,33.483989,59.297401
smooth,ica,xyz,none,none,fft,4.994680,50.492826,20.493210,49.792679,50.492826
smooth,ica,xyz,none,none,corr,4.521312,23.310571,12.176910,21.889586,23.310571
smooth,ica,xyz,none,none,wavelet,0.820023,54.422375,7.066932,29.234968,54.422375
smooth,ica,xyz,none,abs,fft,4.994680,51.992721,23.993980,50.242647,51.992721
smooth,ica,xyz,none,abs,corr,3.737146,23.666213,12.567351,22.830040,23.666213
smooth,ica,xyz,none,abs,wavelet,0.820023,59.917320,6.304256,30.883451,59.917320
smooth,ica,xyz,smooth,none,fft,4.994680,50.492826,20.493210,49.792679,50.492826
smooth,ica,xyz,smooth,none,corr,4.521312,23.310571,12.176910,21.889586,23.310571
smooth,ica,xyz,smooth,none,wavelet,0.820023,54.422375,7.066932,29.234968,54.422375
smooth,ica,xyz,smooth,abs,fft,4.994680,51.992721,23.993980,50.242647,51.992721
smooth,ica,xyz,smooth,abs,corr,3.737146,23.666213,12.567351,22.830040,23.666213
smooth,ica,xyz,smooth,abs,wavelet,0.820023,59.917320,6.304256,30.883451,59.917320
smooth,ica,xyz,bandpass,none,fft,4.994680,50.492826,20.493210,49.792679,50.492826
smooth,ica,xyz,bandpass,none,corr,4.521312,23.310571,12.176910,21.889586,23.310571
smooth,ica,xyz,bandpass,none,wavelet,0.820023,54.422375,7.066932,29.234968,54.422375
smooth,ica,xyz,bandpass,abs,fft,4.994680,51.992721,23.993980,50.242647,51.992721
smooth,ica,xyz,bandpass,abs,corr,3.737146,23.666213,12.567351,22.830040,23.666213
smooth,ica,xyz,bandpass,abs,wavelet,0.820023,59.917320,6.304256,30.883451,59.917320
smooth,ica,xyz,wavelet,none,fft,4.994680,50.492826,20.493210,49.792679,50.492826
smooth,ica,xyz,wavelet,none,corr,4.521312,23.310571,12.176910,21.889586,23.310571
smooth,ica,xyz,wavelet,none,wavelet,0.820023,54.422375,7.066932,29.234968,54.422375
smooth,ica,xyz,wavelet,abs,fft,4.994680,51.992721,23.993980,50.242647,51.992721
smooth,ica,xyz,wavelet,abs,corr,3.737146,23.666213,12.567351,22.830040,23.666213
smooth,ica,xyz,wavelet,abs,wavelet,0.820023,59.917320,6.304256,30.883451,59.917320
bandpass,none,x,none,none,fft,3.504725,62.491706,30.992860,60.391706,62.491706
bandpass,none,x,none,none,corr,1.981452,19.278191,5.928502,17.624448,19.278191
bandpass,none,x,none,none,wavelet,19.918301,56.222654,32.979764,55.186994,56.222654
bandpass,none,x,none,abs,fft,2.495905,27.993910,9.504200,25.551039,27.993910
bandpass,none,x,none,abs,corr,1.158055,19.290252,10.031273,16.416355,19.290252
bandpass,none,x,none,abs,wavelet,11.553889,67.817372,30.483616,55.090585,67.817372
bandpass,none,x,smooth,none,fft,3.504725,62.491706,30.992860,60.391706,62.491706
bandpass,none,x,smooth,none,corr,1.981452,19.278191,5.928502,17.624448,19.278191
bandpass,none,x,smooth,none,wavelet,19.918301,56.222654,32.979764,55.186994,56.222654
bandpass,none,x,smooth,abs,fft,2.495905,27.993910,9.504200,25.551039,27.993910
bandpass,none,x,smooth,abs,corr,1.158055,19.290252,10.031273,16.416355,19.290252
bandpass,none,x,smooth,abs,wavelet,11.553889,67.817372,30.483616,55.090585,67.817372
bandpass,none,x,bandpass,none,fft,3.504725,62.491706,30.992860,60.391706,62.491706
bandpass,none,x,bandpass,none,corr,1.981452,19.278191,5.928502,17.624448,19.278191
bandpass,none,x,bandpass,none,wavelet,19.918301,56.222654,32.979764,55.186994,56.222654
bandpass,none,x,bandpass,abs,fft,2.495905,27.993910,9.504200,25.551039,27.993910
bandpass,none,x,bandpass,abs,corr,1.158055,19.290252,10.031273,16.416355,19.290252
bandpass,none,x,bandpass,abs,wavelet,11.553889,67.817372,30.483616,55.090585,67.817372
bandpass,none,x,wavelet,none,fft,3.504725,62.491706,30.992860,60.391706,62.491706
bandpass,none,x,wavelet,none,corr,1.981452,19.278191,5.928502,17.624448,19.278191
bandpass,none,x,wavelet,none,wavelet,19.918301,56.222654,32.979764,55.186994,56.222654
bandpass,none,x,wavelet,abs,fft,2.495905,27.993910,9.504200,25.551039,27.993910
bandpass,none,x,wavelet,abs,corr,1.158055,19.290252,10.031273,16.416355,19.290252
bandpass,none,x,wavelet,abs,wavelet,11.553889,67.817372,30.483616,55.090585,67.817372
bandpass,none,y,none,none,fft,0.994960,51.492756,25.742808,49.392021,51.492756
bandpass,none,y,none,none,corr,1.100540,19.184276,5.267581,15.429443,19.184276
bandpass,none,y,none,none,wavelet,19.749911,61.194922,34.091614,56.873000,61.194922
bandpass,none,y,none,abs,fft,0.995800,46.993070,8.504200,31.250787,46.993070
bandpass,none,y,none,abs,corr,0.013800,20.735722,9.369017,17.141380,20.735722
bandpass,none,y,none,abs,wavelet,9.458845,65.619287,26.025376,57.755269,65.619287
bandpass,none,y,smooth,none,fft,0.994960,51.492756,25.742808,49.392021,51.492756
bandpass,none,y,smooth,none,corr,1.100540,19.184276,5.267581,15.429443,19.184276
bandpass,none,y,smooth,none,wavelet,19.749911,61.194922,34.091614,56.873000,61.194922
bandpass,none,y,smooth,abs,fft,0.995800,46.993070,8.504200,31.250787,46.993070
bandpass,none,y,smooth,abs,corr,0.013800,20.735722,9.369017,17.141380,20.735722
bandpass,none,y,smooth,abs,wavelet,9.458845,65.619287,26.025376,57.755269,65.619287
bandpass,none,y,bandpass,none,fft,0.994960,51.492756,25.742808,49.392021,51.492756
bandpass,none,y,bandpass,none,corr,1.100540,19.184276,5.267581,15.429443,19.184276
bandpass,none,y,bandpass,none,wavelet,19.749911,61.194922,34.091614,56.873000,61.194922
bandpass,none,y,bandpass,abs,fft,0.995800,46.993070,8.504200,31.250787,46.993070
bandpass,none,y,bandpass,abs,corr,0.013800,20.735722,9.369017,17.141380,20.735722
bandpass,none,y,bandpass,abs,wavelet,9.458845,65.619287,26.025376,57.755269,65.619287
bandpass,none,y,wavelet,none,fft,0.994960,51.492756,25.742808,49.392021,51.492756
bandpass,none,y,wavelet,none,corr,1.100540,19.184276,5.267581,15.429443,19.184276
bandpass,none,y,wavelet,none,wavelet,19.749911,61.194922,34.091614,56.873000,61.194922
bandpass,none,y,wavelet,abs,fft,0.995800,46.993070,8.504200,31.250787,46.993070
bandpass,none,y,wavelet,abs,corr,0.013800,20.735722,9.369017,17.141380,20.735722
bandpass,none,y,wavelet,abs,wavelet,9.458845,65.619287,26.025376,57.755269,65.619287
bandpass,none,z,none,none,fft,3.995800,60.991601,25.742808,55.392336,60.991601
bandpass,none,z,none,none,corr,0.398625,18.992701,8.620037,17.268533,18.992701
bandpass,none,z,none,none,wavelet,16.392295,53.254296,34.449516,52.691406,53.254296
bandpass,none,z,none,abs,fft,1.004200,31.494015,11.504200,31.143795,31.494015
bandpass,none,z,none,abs,corr,1.243529,20.606620,7.278013,18.635373,20.606620
bandpass,none,z,none,abs,wavelet,4.203419,65.606842,NaN,55.277316,65.606842
bandpass,none,z,smooth,none,fft,3.995800,60.991601,25.742808,55.392336,60.991601
bandpass,none,z,smooth,none,corr,0.398625,18.992701,8.620037,17.268533,18.992701
bandpass,none,z,smooth,none,wavelet,16.392295,53.254296,34.449516,52.691406,53.254296
bandpass,none,z,smooth,abs,fft,1.004200,31.494015,11.504200,31.143795,31.494015
bandpass,none,z,smooth,abs,corr,1.243529,20.606620,7.278013,18.635373,20.606620
bandpass,none,z,smooth,abs,wavelet,4.203419,65.606842,NaN,55.277316,65.606842
bandpass,none,z,bandpass,none,fft,3.995800,60.991601,25.742808,55.392336,60.991601
bandpass,none,z,bandpass,none,corr,0.398625,18.992701,8.620037,17.268533,18.992701
bandpass,none,z,bandpass,none,wavelet,16.392295,53.254296,34.449516,52.691406,53.254296
bandpass,none,z,bandpass,abs,fft,1.004200,31.494015,11.504200,31.143795,31.494015
bandpass,none,z,bandpass,abs,corr,1.243529,20.606620,7.278013,18.635373,20.606620
bandpass,none,z,bandpass,abs,wavelet,4.203419,65.606842,NaN,55.277316,65.606842
bandpass,none,z,wavelet,none,fft,3.995800,60.991601,25.742808,55.392336,60.991601
bandpass,none,z,wavelet,none,corr,0.398625,18.992701,8.620037,17.268533,18.992701
bandpass,none,z,wavelet,none,wavelet,16.392295,53.254296,34.449516,52.691406,53.254296
bandpass,none,z,wavelet,abs,fft,1.004200,31.494015,11.504200,31.143795,31.494015
bandpass,none,z,wavelet,abs,corr,1.243529,20.606620,7.278013,18.635373,20.606620
bandpass,none,z,wavelet,abs,wavelet,4.203419,65.606842,NaN,55.277316,65.606842
bandpass,none,xy,none,none,fft,1.254882,51.992231,30.617992,51.642598,51.992231
bandpass,none,xy,none,none,corr,1.875839,19.231233,6.033419,16.013809,19.231233
bandpass,none,xy,none,none,wavelet,21.225892,57.969031,33.243925,56.325900,57.969031
bandpass,none,xy,none,abs,fft,2.495905,25.244593,10.629226,24.726244,25.244593
bandpass,none,xy,none,abs,corr,0.431578,20.012987,9.700145,16.343556,20.012987
bandpass,none,xy,none,abs,wavelet,10.506367,66.718330,27.141890,55.108890,66.718330
bandpass,none,xy,smooth,none,fft,1.254882,51.992231,30.617992,51.642598,51.992231
bandpass,none,xy,smooth,none,corr,1.875839,19.231233,6.033419,16.013809,19.231233
bandpass,none,xy,smooth,none,wavelet,21.225892,57.969031,33.243925,56.325900,57.969031
bandpass,none,xy,smooth,abs,fft,2.495905,25.244593,10.629226,24.726244,25.244593
bandpass,none,xy,smooth,abs,corr,0.431578,20.012987,9.700145,16.343556,20.012987
bandpass,none,xy,smooth,abs,wavelet,10.506367,66.718330,27.141890,55.108890,66.718330
bandpass,none,xy,bandpass,none,fft,1.254882,51.992231,30.617992,51.642598,51.992231
bandpass,none,xy,bandpass,none,corr,1.875839,19.231233,6.033419,16.013809,19.231233
bandpass,none,xy,bandpass,none,wavelet,21.225892,57.969031,33.243925,56.325900,57.969031
bandpass,none,xy,bandpass,abs,fft,2.495905,25.244593,10.629226,24.726244,25.244593
bandpass,none,xy,bandpass,abs,corr,0.431578,20.012987,9.700145,16.343556,20.012987
bandpass,none,xy,bandpass,abs,wavelet,10.506367,66.718330,27.141890,55.108890,66.718330
bandpass,none,xy,wavelet,none,fft,1.254882,51.992231,30.617992,51.642598,51.992231
bandpass,none,xy,wavelet,none,corr,1.875839,19.231233,6.033419,16.013809,19.231233
bandpass,none,xy,wavelet,none,wavelet,21.225892,57.969031,33.243925,56.325900,57.969031
bandpass,none,xy,wavelet,abs,fft,2.495905,25.244593,10.629226,24.726244,25.244593
bandpass,none,xy,wavelet,abs,corr,0.431578,20.012987,9.700145,16.343556,20.012987
bandpass,none,xy,wavelet,abs,wavelet,10.506367,66.718330,27.141890,55.108890,66.718330
bandpass,none,yz,none,none,fft,1.995590,52.742178,25.742808,52.392546,52.742178
bandpass,none,yz,none,none,corr,1.148267,17.856940,7.036927,15.368967,17.856940
bandpass,none,yz,none,none,wavelet,18.071103,53.499090,35.057810,53.231868,53.499090
bandpass,none,yz,none,abs,fft,1.754147,25.244593,11.374449,21.051501,25.244593
bandpass,none,yz,none,abs,corr,0.413650,19.263137,8.698896,18.016278,19.263137
bandpass,none,yz,none,abs,wavelet,6.831132,65.613064,NaN,53.839682,65.613064
bandpass,none,yz,smooth,none,fft,1.995590,52.742178,25.742808,52.392546,52.742178
bandpass,none,yz,smooth,none,corr,1.148267,17.856940,7.036927,15.368967,17.856940
bandpass,none,yz,smooth,none,wavelet,18.071103,53.499090,35.057810,53.231868,53.499090
bandpass,none,yz,smooth,abs,fft,1.754147,25.244593,11.374449,21.051501,25.244593
bandpass,none,yz,smooth,abs,corr,0.413650,19.263137,8.698896,18.016278,19.263137
bandpass,none,yz,smooth,abs,wavelet,6.831132,65.613064,NaN,53.839682,65.613064
bandpass,none,yz,bandpass,none,fft,1.995590,52.742178,25.742808,52.392546,52.742178
bandpass,none,yz,bandpass,none,corr,1.148267,17.856940,7.036927,15.368967,17.856940
bandpass,none,yz,bandpass,none,wavelet,18.071103,53.499090,35.057810,53.231868,53.499090
bandpass,none,yz,bandpass,abs,fft,1.754147,25.244593,11.374449,21.051501,25.244593
bandpass,none,yz,bandpass,abs,corr,0.413650,19.263137,8.698896,18.016278,19.263137
bandpass,none,yz,bandpass,abs,wavelet,6.831132,65.613064,NaN,53.839682,65.613064
bandpass,none,yz,wavelet,none,fft,1.995590,52.742178,25.742808,52.392546,52.742178
bandpass,none,yz,wavelet,none,corr,1.148267,17.856940,7.036927,15.368967,17.856940
bandpass,none,yz,wavelet,none,wavelet,18.071103,53.499090,35.057810,53.231868,53.499090
bandpass,none,yz,wavelet,abs,fft,1.754147,25.244593,11.374449,21.051501,25.244593
bandpass,none,yz,wavelet,abs,corr,0.413650,19.263137,8.698896,18.016278,19.263137
bandpass,none,yz,wavelet,abs,wavelet,6.831132,65.613064,NaN,53.839682,65.613064
bandpass,none,xz,none,none,fft,3.244803,60.241653,30.992441,54.642388,60.241653
bandpass,none,xz,none,none,corr,0.689147,17.903897,7.729545,16.179494,17.903897
bandpass,none,xz,none,none,wavelet,19.547084,53.718298,34.232289,51.306729,53.718298
bandpass,none,xz,none,abs,fft,1.754147,29.493805,11.504200,22.326265,29.493805
bandpass,none,xz,none,abs,corr,0.042737,18.540402,9.030025,18.089077,18.540402
bandpass,none,xz,none,abs,wavelet,7.878654,66.712107,NaN,53.980998,66.712107
bandpass,none,xz,smooth,none,fft,3.244803,60.241653,30.992441,54.642388,60.241653
bandpass,none,xz,smooth,none,corr,0.689147,17.903897,7.729545,16.179494,17.903897
bandpass,none,xz,smooth,none,wavelet,19.547084,53.718298,34.232289,51.306729,53.718298
bandpass,none,xz,smooth,abs,fft,1.754147,29.493805,11.504200,22.326265,29.493805
bandpass,none,xz,smooth,abs,corr,0.042737,18.540402,9.030025,18.089077,18.540402
bandpass,none,xz,smooth,abs,wavelet,7.878654,66.712107,NaN,53.980998,66.712107
bandpass,none,xz,bandpass,none,fft,3.244803,60.241653,30.992441,54.642388,60.241653
bandpass,none,xz,bandpass,none,corr,0.689147,17.903897,7.729545,16.179494,17.903897
bandpass,none,xz,bandpass,none,wavelet,19.547084,53.718298,34.232289,51.306729,53.718298
bandpass,none,xz,bandpass,abs,fft,1.754147,29.493805,11.504200,22.326265,29.493805
bandpass,none,xz,bandpass,abs,corr,0.042737,18.540402,9.030025,18.089077,18.540402
bandpass,none,xz,bandpass,abs,wavelet,7.878654,66.712107,NaN,53.980998,66.712107
bandpass,none,xz,wavelet,none,fft,3.244803,60.241653,30.992441,54.642388,60.241653
bandpass,none,xz,wavelet,none,corr,0.689147,17.903897,7.729545,16.179494,17.903897
bandpass,none,xz,wavelet,none,wavelet,19.547084,53.718298,34.232289,51.306729,53.718298
bandpass,none,xz,wavelet,abs,fft,1.754147,29.493805,11.504200,22.326265,29.493805
bandpass,none,xz,wavelet,abs,corr,0.042737,18.540402,9.030025,18.089077,18.540402
bandpass,none,xz,wavelet,abs,wavelet,7.878654,66.712107,NaN,53.980998,66.712107
bandpass,none,xyz,none,none,fft,2.494855,54.992021,28.243333,52.892511,54.992021
bandpass,none,xyz,none,none,corr,0.017970,18.330690,6.788283,15.587386,18.330690
bandpass,none,xyz,none,none,wavelet,19.614693,54.152448,35.675579,53.985376,54.152448
bandpass,none,xyz,none,abs,fft,2.004130,21.004340,11.504130,20.297431,21.004340
bandpass,none,xyz,none,abs,corr,0.110252,19.272176,9.143022,17.482970,19.272176
bandpass,none,xyz,none,abs,wavelet,8.405385,66.347834,NaN,54.862687,66.347834
bandpass,none,xyz,smooth,none,fft,2.494855,54.992021,28.243333,52.892511,54.992021
bandpass,none,xyz,smooth,none,corr,0.017970,18.330690,6.788283,15.587386,18.330690
bandpass,none,xyz,smooth,none,wavelet,19.614693,54.152448,35.675579,53.985376,54.152448
bandpass,none,xyz,smooth,abs,fft,2.004130,21.004340,11.504130,20.297431,21.004340
bandpass,none,xyz,smooth,abs,corr,0.110252,19.272176,9.143022,17.482970,19.272176
bandpass,none,xyz,smooth,abs,wavelet,8.405385,66.347834,NaN,54.862687,66.347834
bandpass,none,xyz,bandpass,none,fft,2.494855,54.992021,28.243333,52.892511,54.992021
bandpass,none,xyz,bandpass,none,corr,0.017970,18.330690,6.788283,15.587386,18.330690
bandpass,none,xyz,bandpass,none,wavelet,19.614693,54.152448,35.675579,53.985376,54.152448
bandpass,none,xyz,bandpass,abs,fft,2.004130,21.004340,11.504130,20.297431,21.004340
bandpass,none,xyz,bandpass,abs,corr,0.110252,19.272176,9.143022,17.482970,19.272176
bandpass,none,xyz,bandpass,abs,wavelet,8.405385,66.347834,NaN,54.862687,66.347834
bandpass,none,xyz,wavelet,none,fft,2.494855,54.992021,28.243333,52.892511,54.992021
bandpass,none,xyz,wavelet,none,corr,0.017970,18.330690,6.788283,15.587386,18.330690
bandpass,none,xyz,wavelet,none,wavelet,19.614693,54.152448,35.675579,53.985376,54.152448
bandpass,none,xyz,wavelet,abs,fft,2.004130,21.004340,11.504130,20.297431,21.004340
bandpass,none,xyz,wavelet,abs,corr,0.110252,19.272176,9.143022,17.482970,19.272176
bandpass,none,xyz,wavelet,abs,wavelet,8.405385,66.347834,NaN,54.862687,66.347834
bandpass,pca,x,none,none,fft,3.995800,60.991601,34.492651,54.342409,60.991601
bandpass,pca,x,none,none,corr,2.866576,20.657756,7.537202,18.354862,20.657756
bandpass,pca,x,none,none,wavelet,22.409322,53.069837,40.189396,52.140066,53.069837
bandpass,pca,x,none,abs,fft,2.495905,24.504095,11.504200,20.647407,24.504095
bandpass,pca,x,none,abs,corr,0.581078,16.373991,7.513841,15.905744,16.373991
bandpass,pca,x,none,abs,wavelet,3.362625,65.606842,44.950505,59.722774,65.606842
bandpass,pca,x,smooth,none,fft,3.995800,60.991601,34.492651,54.342409,60.991601
bandpass,pca,x,smooth,none,corr,2.866576,20.657756,7.537202,18.354862,20.657756
bandpass,pca,x,smooth,none,wavelet,22.409322,53.069837,40.189396,52.140066,53.069837
bandpass,pca,x,smooth,abs,fft,2.495905,24.504095,11.504200,20.647407,24.504095
bandpass,pca,x,smooth,abs,corr,0.581078,16.373991,7.513841,15.905744,16.373991
bandpass,pca,x,smooth,abs,wavelet,3.362625,65.606842,44.950505,59.722774,65.606842
bandpass,pca,x,bandpass,none,fft,3.995800,60.991601,34.492651,54.342409,60.991601
bandpass,pca,x,bandpass,none,corr,2.866576,20.657756,7.537202,18.354862,20.657756
bandpass,pca,x,bandpass,none,wavelet,22.409322,53.069837,40.189396,52.140066,53.069837
bandpass,pca,x,bandpass,abs,fft,2.495905,24.504095,11.504200,20.647407,24.504095
bandpass,pca,x,bandpass,abs,corr,0.581078,16.373991,7.513841,15.905744,16.373991
bandpass,pca,x,bandpass,abs,wavelet,3.362625,65.606842,44.950505,59.722774,65.606842
bandpass,pca,x,wavelet,none,fft,3.995800,60.991601,34.492651,54.342409,60.991601
bandpass,pca,x,wavelet,none,corr,2.866576,20.657756,7.537202,18.354862,20.657756
bandpass,pca,x,wavelet,none,wavelet,22.409322,53.069837,40.189396,52.140066,53.069837
bandpass,pca,x,wavelet,abs,fft,2.495905,24.504095,11.504200,20.647407,24.504095
bandpass,pca,x,wavelet,abs,corr,0.581078,16.373991,7.513841,15.905744,16.373991
bandpass,pca,x,wavelet,abs,wavelet,3.362625,65.606842,44.950505,59.722774,65.606842
bandpass,pca,y,none,none,fft,0.994960,62.491706,35.242178,55.842367,62.491706
bandpass,pca,y,none,none,corr,1.431276,20.807126,6.282450,15.576740,20.807126
bandpass,pca,y,none,none,wavelet,14.491977,52.637005,28.755912,47.011245,52.637005
bandpass,pca,y,none,abs,fft,2.495905,30.992860,12.249528,29.943522,30.992860
bandpass,pca,y,none,abs,corr,1.230368,19.835026,7.799730,19.478171,19.835026
bandpass,pca,y,none,abs,wavelet,0.248659,65.647032,23.277843,46.369249,65.647032
bandpass,pca,y,smooth,none,fft,0.994960,62.491706,35.242178,55.842367,62.491706
bandpass,pca,y,smooth,none,corr,1.431276,20.807126,6.282450,15.576740,20.807126
bandpass,pca,y,smooth,none,wavelet,14.491977,52.637005,28.755912,47.011245,52.637005
bandpass,pca,y,smooth,abs,fft,2.495905,30.992860,12.249528,29.943522,30.992860
bandpass,pca,y,smooth,abs,corr,1.230368,19.835026,7.799730,19.478171,19.835026
bandpass,pca,y,smooth,abs,wavelet,0.248659,65.647032,23.277843,46.369249,65.647032
bandpass,pca,y,bandpass,none,fft,0.994960,62.491706,35.242178,55.842367,62.491706
bandpass,pca,y,bandpass,none,corr,1.431276,20.807126,6.282450,15.576740,20.807126
bandpass,pca,y,bandpass,none,wavelet,14.491977,52.637005,28.755912,47.011245,52.637005
bandpass,pca,y,bandpass,abs,fft,2.495905,30.992860,12.249528,29.943522,30.992860
bandpass,pca,y,bandpass,abs,corr,1.230368,19.835026,7.799730,19.478171,19.835026
bandpass,pca,y,bandpass,abs,wavelet,0.248659,65.647032,23.277843,46.369249,65.647032
bandpass,pca,y,wavelet,none,fft,0.994960,62.491706,35.242178,55.842367,62.491706
bandpass,pca,y,wavelet,none,corr,1.431276,20.807126,6.282450,15.576740,20.807126
bandpass,pca,y,wavelet,none,wavelet,14.491977,52.637005,28.755912,47.011245,52.637005
bandpass,pca,y,wavelet,abs,fft,2.495905,30.992860,12.249528,29.943522,30.992860
bandpass,pca,y,wavelet,abs,corr,1.230368,19.835026,7.799730,19.478171,19.835026
bandpass,pca,y,wavelet,abs,wavelet,0.248659,65.647032,23.277843,46.369249,65.647032
bandpass,pca,z,none,none,fft,0.504935,64.491706,24.743228,55.392441,64.491706
bandpass,pca,z,none,none,corr,1.952462,16.178260,7.490112,13.356112,16.178260
bandpass,pca,z,none,none,wavelet,18.814750,65.656203,29.048019,54.194846,65.656203
bandpass,pca,z,none,abs,fft,1.004200,26.494225,9.244803,19.851501,26.494225
bandpass,pca,z,none,abs,corr,0.661912,18.204751,10.209340,17.527918,18.204751
bandpass,pca,z,none,abs,wavelet,7.033678,65.653150,19.799083,44.021398,65.653150
bandpass,pca,z,smooth,none,fft,0.504935,64.491706,24.743228,55.392441,64.491706
bandpass,pca,z,smooth,none,corr,1.952462,16.178260,7.490112,13.356112,16.178260
bandpass,pca,z,smooth,none,wavelet,18.814750,65.656203,29.048019,54.194846,65.656203
bandpass,pca,z,smooth,abs,fft,1.004200,26.494225,9.244803,19.851501,26.494225
bandpass,pca,z,smooth,abs,corr,0.661912,18.204751,10.209340,17.527918,18.204751
bandpass,pca,z,smooth,abs,wavelet,7.033678,65.653150,19.799083,44.021398,65.653150
bandpass,pca,z,bandpass,none,fft,0.504935,64.491706,24.743228,55.392441,64.491706
bandpass,pca,z,bandpass,none,corr,1.952462,16.178260,7.490112,13.356112,16.178260
bandpass,pca,z,bandpass,none,wavelet,18.814750,65.656203,29.048019,54.194846,65.656203
bandpass,pca,z,bandpass,abs,fft,1.004200,26.494225,9.244803,19.851501,26.494225
bandpass,pca,z,bandpass,abs,corr,0.661912,18.204751,10.209340,17.527918,18.204751
bandpass,pca,z,bandpass,abs,wavelet,7.033678,65.653150,19.799083,44.021398,65.653150
bandpass,pca,z,wavelet,none,fft,0.504935,64.491706,24.743228,55.392441,64.491706
bandpass,pca,z,wavelet,none,corr,1.952462,16.178260,7.490112,13.356112,16.178260
bandpass,pca,z,wavelet,none,wavelet,18.814750,65.656203,29.048019,54.194846,65.656203
bandpass,pca,z,wavelet,abs,fft,1.004200,26.494225,9.244803,19.851501,26.494225
bandpass,pca,z,wavelet,abs,corr,0.661912,18.204751,10.209340,17.527918,18.204751
bandpass,pca,z,wavelet,abs,wavelet,7.033678,65.653150,19.799083,44.021398,65.653150
bandpass,pca,xy,none,none,fft,4.754357,52.742178,32.868254,52.392546,52.742178
bandpass,pca,xy,none,none,corr,1.992521,16.744281,6.814975,14.755224,16.744281
bandpass,pca,xy,none,none,wavelet,22.665094,48.835021,36.987043,48.334702,48.835021
bandpass,pca,xy,none,abs,fft,0.004410,25.254042,10.119987,24.547134,25.254042
bandpass,pca,xy,none,abs,corr,0.429330,17.849612,7.527620,17.793916,17.849612
bandpass,pca,xy,none,abs,wavelet,12.245903,65.626937,33.172223,52.943416,65.626937
bandpass,pca,xy,smooth,none,fft,4.754357,52.742178,32.868254,52.392546,52.742178
bandpass,pca,xy,smooth,none,corr,1.992521,16.744281,6.814975,14.755224,16.744281
bandpass,pca,xy,smooth,none,wavelet,22.665094,48.835021,36.987043,48.334702,48.835021
bandpass,pca,xy,smooth,abs,fft,0.004410,25.254042,10.119987,24.547134,25.254042
bandpass,pca,xy,smooth,abs,corr,0.429330,17.849612,7.527620,17.793916,17.849612
bandpass,pca,xy,smooth,abs,wavelet,12.245903,65.626937,33.172223,52.943416,65.626937
bandpass,pca,xy,bandpass,none,fft,4.754357,52.742178,32.868254,52.392546,52.742178
bandpass,pca,xy,bandpass,none,corr,1.992521,16.744281,6.814975,14.755224,16.744281
bandpass,pca,xy,bandpass,none,wavelet,22.665094,48.835021,36.987043,48.334702,48.835021
bandpass,pca,xy,bandpass,abs,fft,0.004410,25.254042,10.119987,24.547134,25.254042
bandpass,pca,xy,bandpass,abs,corr,0.429330,17.849612,7.527620,17.793916,17.849612
bandpass,pca,xy,bandpass,abs,wavelet,12.245903,65.626937,33.172223,52.943416,65.626937
bandpass,pca,xy,wavelet,none,fft,4.754357,52.742178,32.868254,52.392546,52.742178
bandpass,pca,xy,wavelet,none,corr,1.992521,16.744281,6.814975,14.755224,16.744281
bandpass,pca,xy,wavelet,none,wavelet,22.665094,48.835021,36.987043,48.334702,48.835021
